Year,5-Year_MA,Month,Temperature_Values,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Avg_Seasonal_Temp
1957,-0.29031434996118444,Oct,-0.26781809489323477,1,0,0,0,-0.26781809489323477
1958,-0.3007884165534697,Oct,-0.2897172694562757,1,0,0,0,-0.2897172694562757
1959,-0.29031434996118444,Oct,-0.31709123766007674,1,0,0,0,-0.31709123766007674
1960,-0.2705300019535345,Oct,-0.2568685076117143,1,0,0,0,-0.2568685076117143
1961,-0.20768560239982287,Oct,-0.13094825387422923,1,0,0,0,-0.13094825387422923
1962,-0.15182391390763478,Oct,-0.13094825387422923,1,0,0,0,-0.13094825387422923
1963,-0.09479844023852607,Oct,-0.076200317466627,1,0,0,0,-0.076200317466627
1964,-0.08316058846932023,Oct,-0.2075953648448723,1,0,0,0,-0.2075953648448723
1965,-0.0936346550616055,Oct,-0.26781809489323477,1,0,0,0,-0.26781809489323477
1966,-0.14716877319995242,Oct,-0.36088958678615846,1,0,0,0,-0.36088958678615846
1967,-0.2041942468690611,Oct,-0.31709123766007674,1,0,0,0,-0.31709123766007674
1968,-0.2751851426612168,Oct,-0.34446520586387785,1,0,0,0,-0.34446520586387785
1969,-0.2903143499611844,Oct,-0.125473460233469,1,0,0,0,-0.125473460233469
1970,-0.27984028336889916,Oct,-0.08167511110738723,1,0,0,0,-0.08167511110738723
1971,-0.25772836500740803,Oct,-0.010502793777504335,1,0,0,0,-0.010502793777504335
1972,-0.22630616523055225,Oct,-0.01597758741826458,1,0,0,0,-0.01597758741826458
1973,-0.15182391390763478,Oct,-0.010502793777504354,1,0,0,0,-0.010502793777504354
1974,-0.12040171413077895,Oct,-0.09262469838890765,1,0,0,0,-0.09262469838890765
1975,-0.10992764753849368,Oct,-0.16927180935955077,1,0,0,0,-0.16927180935955077
1976,-0.09945358094620842,Oct,-0.27876768217475517,1,0,0,0,-0.27876768217475517
1977,-0.07268652187703496,Oct,-0.3061416503785563,1,0,0,0,-0.3061416503785563
1978,-0.0843243736462408,Oct,-0.34446520586387785,1,0,0,0,-0.34446520586387785
1979,-0.05522974422322616,Oct,-0.16927180935955077,1,0,0,0,-0.16927180935955077
1980,0.00994222568432664,Oct,-0.03787676198130545,1,0,0,0,-0.03787676198130545
1981,0.1263207433763852,Oct,0.15921580908606256,1,0,0,0,0.15921580908606256
1982,0.21825977235311145,Oct,0.21396374549366476,1,0,0,0,0.21396374549366476
1983,0.348603712168217,Oct,0.29061085646430784,1,0,0,0,0.29061085646430784
1984,0.4521805929141492,Oct,0.219438539134425,1,0,0,0,0.219438539134425
1985,0.5080422814063373,Oct,0.21396374549366476,1,0,0,0,0.21396374549366476
1986,0.49873199999097256,Oct,0.23038812641594536,1,0,0,0,0.23038812641594536
1987,0.5150249924678607,Oct,0.3398839992311498,1,0,0,0,0.3398839992311498
1988,0.5126974221140196,Oct,0.4548546656871144,1,0,0,0,0.4548546656871144
1989,0.5231714887063049,Oct,0.5424513639392781,1,0,0,0,0.5424513639392781
1990,0.5883434586138576,Oct,0.717644760443605,1,0,0,0,0.717644760443605
1991,0.6954116948905515,Oct,0.7942918714142481,1,0,0,0,0.7942918714142481
1992,0.769893946213469,Oct,0.6519472367544823,1,0,0,0,0.6519472367544823
1993,0.8164453532902924,Oct,0.5753001257838394,1,0,0,0,0.5753001257838394
1994,0.8548502641286715,Oct,0.6464724431137222,1,0,0,0,0.6464724431137222
1995,0.8536864789517511,Oct,0.6574220303952426,1,0,0,0,0.6574220303952426
1996,0.8187729236441335,Oct,0.6190984749099211,1,0,0,0,0.6190984749099211
1997,0.8245918495287364,Oct,0.9147373315109729,1,0,0,0,0.9147373315109729
1998,0.893255174967051,Oct,1.0132836170446569,1,0,0,0,1.0132836170446569
1999,0.9654098559361273,Oct,0.9694852679185751,1,0,0,0,0.9694852679185751
2000,1.032909396197521,Oct,0.865464188744131,1,0,0,0,0.865464188744131
2001,1.131831136235771,Oct,1.0187584106854173,1,0,0,0,1.0187584106854173
2002,1.2202788096817354,Oct,0.9804348552000958,1,0,0,0,0.9804348552000958
2003,1.2656664315816382,Oct,1.1446786644229023,1,0,0,0,1.1446786644229023
2004,1.320364334896906,Oct,1.2924980927234284,1,0,0,0,1.2924980927234284
2005,1.4146309342274732,Oct,1.5607629811206793,1,0,0,0,1.5607629811206793
2006,1.4984234669657555,Oct,1.6647840602951236,1,0,0,0,1.6647840602951236
2007,1.56708679240407,Oct,1.6866832348581642,1,0,0,0,1.6866832348581642
2008,1.6252760512500992,Oct,1.659309266654363,1,0,0,0,1.659309266654363
2009,1.6811377397422873,Oct,1.6866832348581642,1,0,0,0,1.6866832348581642
2010,1.7090685839883812,Oct,1.6647840602951234,1,0,0,0,1.6647840602951234
2011,1.720706435757587,Oct,1.648359679372843,1,0,0,0,1.648359679372843
2012,1.7276891468191107,Oct,1.7688051394695679,1,0,0,0,1.7688051394695679
2013,1.760275131772887,Oct,1.7852295203918482,1,0,0,0,1.7852295203918482
2014,1.7882059760189812,Oct,1.8618766313624915,1,0,0,0,1.8618766313624915
2015,1.8301022423881224,Oct,2.053494408789099,1,0,0,0,2.053494408789099
2016,1.9220412713648485,Oct,2.1684650752450643,1,0,0,0,2.1684650752450643
2017,2.0465662852953512,Oct,2.2177382180119056,1,0,0,0,2.2177382180119056
2018,2.1745826547566156,Oct,2.3874568208754727,1,0,0,0,2.3874568208754727
2019,2.318892016694768,Oct,2.491477900049917,1,0,0,0,2.491477900049917
2020,2.456218667571397,Oct,2.3819820272347125,1,0,0,0,2.3819820272347125
2021,2.5283733485404736,Oct,2.442204757283075,1,0,0,0,2.442204757283075
2022,2.5656144742019324,Oct,2.486003106409157,1,0,0,0,2.486003106409157
2023,2.6203123775172,Oct,2.6666712965542443,1,0,0,0,2.6666712965542443
2024,2.6831567770709115,Oct,2.852814280340092,1,0,0,0,2.852814280340092
1880,-0.6406136882142807,Nov,-0.7824486971246956,1,0,0,0,-0.7824486971246956
1881,-0.5824244293682513,Nov,-0.7277007607170934,1,0,0,0,-0.7277007607170934
1882,-0.556562536547794,Nov,-0.6912021364453586,1,0,0,0,-0.6912021364453586
1883,-0.5521175237192778,Nov,-0.7208572686661432,1,0,0,0,-0.7208572686661432
1884,-0.5663254010875166,Nov,-0.7933982844062161,1,0,0,0,-0.7933982844062161
1885,-0.5814546083874843,Nov,-0.7988730780469764,1,0,0,0,-0.7988730780469764
1886,-0.6454627931181164,Nov,-0.8481462208138183,1,0,0,0,-0.8481462208138183
1887,-0.7424448911948319,Nov,-0.9028941572214206,1,0,0,0,-0.9028941572214206
1888,-0.8326382424061773,Nov,-0.7605495225616549,1,0,0,0,-0.7605495225616549
1889,-0.8850085753676036,Nov,-0.7605495225616549,1,0,0,0,-0.7605495225616549
1890,-0.921085915852142,Nov,-0.8700453953768592,1,0,0,0,-0.8700453953768592
1891,-0.921085915852142,Nov,-0.8919445699399001,1,0,0,0,-0.8919445699399001
1892,-0.8815172198368421,Nov,-0.9795412681920636,1,0,0,0,-0.9795412681920636
1893,-0.8582415162984303,Nov,-1.094511934648028,1,0,0,0,-1.094511934648028
1894,-0.8791896494830008,Nov,-1.0561883791627067,1,0,0,0,-1.0561883791627067
1895,-0.8826810050137625,Nov,-0.913843744502941,1,0,0,0,-0.913843744502941
1896,-0.8838447901906831,Nov,-0.766024316202415,1,0,0,0,-0.766024316202415
1897,-0.8768620791291596,Nov,-0.6346292688241696,1,0,0,0,-0.6346292688241696
1898,-0.8489312348830655,Nov,-0.7441251416393742,1,0,0,0,-0.7441251416393742
1899,-0.7825954797985921,Nov,-0.5306081896497253,1,0,0,0,-0.5306081896497253
1900,-0.7150959395371982,Nov,-0.47586025324212317,1,0,0,0,-0.47586025324212317
1901,-0.6650531769296131,Nov,-0.5415577769312458,1,0,0,0,-0.5415577769312458
1902,-0.6534153251604071,Nov,-0.6401040624649298,1,0,0,0,-0.6401040624649298
1903,-0.6580704658680895,Nov,-0.6565284433872105,1,0,0,0,-0.6565284433872105
1904,-0.712768369183357,Nov,-0.8207722526100173,1,0,0,0,-0.8207722526100173
1905,-0.8047073981600833,Nov,-0.8207722526100172,1,0,0,0,-0.8207722526100172
1906,-0.8989739974906509,Nov,-0.9357429190659818,1,0,0,0,-0.9357429190659818
1907,-0.985094100582774,Nov,-0.9904908554735841,1,0,0,0,-0.9904908554735841
1908,-1.0653952777902944,Nov,-1.0452387918811863,1,0,0,0,-1.0452387918811863
1909,-1.1119466848671178,Nov,-1.1218859028518295,1,0,0,0,-1.1218859028518295
1910,-1.1573343067670208,Nov,-1.3956255848898405,1,0,0,0,-1.3956255848898405
1911,-1.221342491497653,Nov,-1.3025540929969168,1,0,0,0,-1.3025540929969168
1912,-1.271385254105238,Nov,-1.264230537511595,1,0,0,0,-1.264230537511595
1913,-1.3062988094128556,Nov,-1.089037141007268,1,0,0,0,-1.089037141007268
1914,-1.3016436687051733,Nov,-1.0014404427551042,1,0,0,0,-1.0014404427551042
1915,-1.243454409859144,Nov,-0.7605495225616549,1,0,0,0,-0.7605495225616549
1916,-1.1515153808824177,Nov,-0.9028941572214206,1,0,0,0,-0.9028941572214206
1917,-1.072377988851818,Nov,-0.8700453953768592,1,0,0,0,-0.8700453953768592
1918,-0.9967319523519798,Nov,-0.8262470462507774,1,0,0,0,-0.8262470462507774
1919,-0.9734562488135682,Nov,-0.968591680910543,1,0,0,0,-0.968591680910543
1920,-0.999059522705821,Nov,-1.045238791881186,1,0,0,0,-1.045238791881186
1921,-1.0118611596519476,Nov,-0.8700453953768592,1,0,0,0,-0.8700453953768592
1922,-0.9944043819981386,Nov,-0.7605495225616546,1,0,0,0,-0.7605495225616546
1923,-0.979275174698171,Nov,-0.7058015861540526,1,0,0,0,-0.7058015861540526
1924,-0.9490167600982358,Nov,-0.5853561260573276,1,0,0,0,-0.5853561260573276
1925,-0.8966464271368095,Nov,-0.4046879359122403,1,0,0,0,-0.4046879359122403
1926,-0.855913945944589,Nov,-0.36088958678615857,1,0,0,0,-0.36088958678615857
1927,-0.8268193165215746,Nov,-0.3116164440193166,1,0,0,0,-0.3116164440193166
1928,-0.7930695463908775,Nov,-0.3554147931453983,1,0,0,0,-0.3554147931453983
1929,-0.7709576280293863,Nov,-0.3116164440193166,1,0,0,0,-0.3116164440193166
1930,-0.7488457096678952,Nov,-0.24591892033019389,1,0,0,0,-0.24591892033019389
1931,-0.7348802875448481,Nov,-0.24044412668943366,1,0,0,0,-0.24044412668943366
1932,-0.7220786505987217,Nov,-0.36088958678615857,1,0,0,0,-0.36088958678615857
1933,-0.726733791306404,Nov,-0.470385459601363,1,0,0,0,-0.470385459601363
1934,-0.692984021175707,Nov,-0.3882635549899597,1,0,0,0,-0.3882635549899597
1935,-0.6708721028142159,Nov,-0.6236796815426492,1,0,0,0,-0.6236796815426492
1936,-0.6557428955142481,Nov,-0.5853561260573276,1,0,0,0,-0.5853561260573276
1937,-0.6324671919758366,Nov,-0.39373834863071994,1,0,0,0,-0.39373834863071994
1938,-0.5672952220682838,Nov,-0.1911709839225917,1,0,0,0,-0.1911709839225917
1939,-0.5184162446376193,Nov,-0.1692718093595508,1,0,0,0,-0.1692718093595508
1940,-0.42764100083781353,Nov,0.060669523552378514,1,0,0,0,0.060669523552378514
1941,-0.2926419203150256,Nov,0.17564019000834316,1,0,0,0,0.17564019000834316
1942,-0.16229798049992003,Nov,0.1811149836491034,1,0,0,0,0.1811149836491034
1943,-0.05406595904630558,Nov,0.24681250733822604,1,0,0,0,0.24681250733822604
1944,0.0681314845303559,Nov,0.26871168190126693,1,0,0,0,0.26871168190126693
1945,0.14959644691479687,Nov,0.2194385391344249,1,0,0,0,0.2194385391344249
1946,0.16356186903784395,Nov,0.06614431719313874,1,0,0,0,0.06614431719313874
1947,0.15657915797632038,Nov,0.027820761707817155,1,0,0,0,0.027820761707817155
1948,0.1158466767840999,Nov,-0.14737263479650992,1,0,0,0,-0.14737263479650992
1949,0.013433581215088374,Nov,-0.26234330125247457,1,0,0,0,-0.26234330125247457
1950,-0.11574657342309662,Nov,-0.4868098405236437,1,0,0,0,-0.4868098405236437
1951,-0.21583209863826694,Nov,-0.45943587231984245,1,0,0,0,-0.45943587231984245
1952,-0.3007884165534697,Nov,-0.5415577769312458,1,0,0,0,-0.5415577769312458
1953,-0.3403571125687696,Nov,-0.4868098405236436,1,0,0,0,-0.4868098405236436
1954,-0.3461760384533725,Nov,-0.3882635549899597,1,0,0,0,-0.3882635549899597
1955,-0.3182451942072785,Nov,-0.33899041222311765,1,0,0,0,-0.33899041222311765
1956,-0.30427977208423146,Nov,-0.41563752319376074,1,0,0,0,-0.41563752319376074
1957,-0.29031434996118444,Nov,-0.30066685673779614,1,0,0,0,-0.30066685673779614
1958,-0.3007884165534697,Nov,-0.273292888533995,1,0,0,0,-0.273292888533995
1959,-0.29031434996118444,Nov,-0.36088958678615857,1,0,0,0,-0.36088958678615857
1960,-0.2705300019535345,Nov,-0.2842424758155155,1,0,0,0,-0.2842424758155155
1961,-0.20768560239982287,Nov,-0.18569619028183146,1,0,0,0,-0.18569619028183146
1962,-0.15182391390763478,Nov,-0.19664577756335191,1,0,0,0,-0.19664577756335191
1963,-0.09479844023852607,Nov,-0.125473460233469,1,0,0,0,-0.125473460233469
1964,-0.08316058846932023,Nov,-0.1966457775633519,1,0,0,0,-0.1966457775633519
1965,-0.0936346550616055,Nov,-0.16927180935955077,1,0,0,0,-0.16927180935955077
1966,-0.14716877319995242,Nov,-0.1911709839225917,1,0,0,0,-0.1911709839225917
1967,-0.2041942468690611,Nov,-0.2513937139709541,1,0,0,0,-0.2513937139709541
1968,-0.2751851426612168,Nov,-0.36088958678615846,1,0,0,0,-0.36088958678615846
1969,-0.2903143499611844,Nov,-0.18022139664107123,1,0,0,0,-0.18022139664107123
1970,-0.27984028336889916,Nov,-0.13642304751498946,1,0,0,0,-0.13642304751498946
1971,-0.25772836500740803,Nov,-0.16927180935955077,1,0,0,0,-0.16927180935955077
1972,-0.22630616523055225,Nov,-0.13094825387422923,1,0,0,0,-0.13094825387422923
1973,-0.15182391390763478,Nov,-0.08167511110738723,1,0,0,0,-0.08167511110738723
1974,-0.12040171413077895,Nov,-0.1911709839225917,1,0,0,0,-0.1911709839225917
1975,-0.10992764753849368,Nov,-0.29519206309703594,1,0,0,0,-0.29519206309703594
1976,-0.09945358094620842,Nov,-0.2897172694562757,1,0,0,0,-0.2897172694562757
1977,-0.07268652187703496,Nov,-0.21307015848563254,1,0,0,0,-0.21307015848563254
1978,-0.0843243736462408,Nov,-0.16379701571879055,1,0,0,0,-0.16379701571879055
1979,-0.05522974422322616,Nov,0.03329555534857742,1,0,0,0,0.03329555534857742
1980,0.00994222568432664,Nov,0.28513606282354764,1,0,0,0,0.28513606282354764
1981,0.1263207433763852,Nov,0.4439050784055941,1,0,0,0,0.4439050784055941
1982,0.21825977235311145,Nov,0.4548546656871146,1,0,0,0,0.4548546656871146
1983,0.348603712168217,Nov,0.5479261575800383,1,0,0,0,0.5479261575800383
1984,0.4521805929141492,Nov,0.4274806974833134,1,0,0,0,0.4274806974833134
1985,0.5080422814063373,Nov,0.296085650105068,1,0,0,0,0.296085650105068
1986,0.49873199999097256,Nov,0.22491333277518513,1,0,0,0,0.22491333277518513
1987,0.5150249924678607,Nov,0.28513606282354764,1,0,0,0,0.28513606282354764
1988,0.5126974221140196,Nov,0.18658977728986362,1,0,0,0,0.18658977728986362
1989,0.5231714887063049,Nov,0.26323688826050673,1,0,0,0,0.26323688826050673
1990,0.5883434586138576,Nov,0.4877034275316758,1,0,0,0,0.4877034275316758
1991,0.6954116948905515,Nov,0.5917245067061199,1,0,0,0,0.5917245067061199
1992,0.769893946213469,Nov,0.44937987204635416,1,0,0,0,0.44937987204635416
1993,0.8164453532902924,Nov,0.4001067292795123,1,0,0,0,0.4001067292795123
1994,0.8548502641286715,Nov,0.5315017766577576,1,0,0,0,0.5315017766577576
1995,0.8536864789517511,Nov,0.5205521893762372,1,0,0,0,0.5205521893762372
1996,0.8187729236441335,Nov,0.5862497130653597,1,0,0,0,0.5862497130653597
1997,0.8245918495287364,Nov,0.9202121251517332,1,0,0,0,0.9202121251517332
1998,0.893255174967051,Nov,1.1392038707821424,1,0,0,0,1.1392038707821424
1999,0.9654098559361273,Nov,1.1008803152968205,1,0,0,0,1.1008803152968205
2000,1.032909396197521,Nov,1.0242332043261775,1,0,0,0,1.0242332043261775
2001,1.131831136235771,Nov,1.1939518071897444,1,0,0,0,1.1939518071897444
2002,1.2202788096817354,Nov,1.1665778389859434,1,0,0,0,1.1665778389859434
2003,1.2656664315816382,Nov,1.2213257753935454,1,0,0,0,1.2213257753935454
2004,1.320364334896906,Nov,1.4184183464609137,1,0,0,0,1.4184183464609137
2005,1.4146309342274732,Nov,1.6593092666543634,1,0,0,0,1.6593092666543634
2006,1.4984234669657555,Nov,1.6702588539358838,1,0,0,0,1.6702588539358838
2007,1.56708679240407,Nov,1.6702588539358838,1,0,0,0,1.6702588539358838
2008,1.6252760512500992,Nov,1.7578555521880472,1,0,0,0,1.7578555521880472
2009,1.6811377397422873,Nov,1.7907043140326084,1,0,0,0,1.7907043140326084
2010,1.7090685839883812,Nov,1.82902786951793,1,0,0,0,1.82902786951793
2011,1.720706435757587,Nov,1.7469059649065266,1,0,0,0,1.7469059649065266
2012,1.7276891468191107,Nov,1.850927044080971,1,0,0,0,1.850927044080971
2013,1.760275131772887,Nov,1.9275741550516141,1,0,0,0,1.9275741550516141
2014,1.7882059760189812,Nov,1.8618766313624915,1,0,0,0,1.8618766313624915
2015,1.8301022423881224,Nov,1.9987464723814967,1,0,0,0,1.9987464723814967
2016,1.9220412713648485,Nov,2.1794146625265842,1,0,0,0,2.1794146625265842
2017,2.0465662852953512,Nov,2.2341625989341862,1,0,0,0,2.2341625989341862
2018,2.1745826547566156,Nov,2.2341625989341867,1,0,0,0,2.2341625989341867
2019,2.318892016694768,Nov,2.4038812017977533,1,0,0,0,2.4038812017977533
2020,2.456218667571397,Nov,2.4203055827200335,1,0,0,0,2.4203055827200335
2021,2.5283733485404736,Nov,2.4203055827200344,1,0,0,0,2.4203055827200344
2022,2.5656144742019324,Nov,2.3381836781086305,1,0,0,0,2.3381836781086305
2023,2.6203123775172,Nov,2.661196502913484,1,0,0,0,2.661196502913484
2024,2.6831567770709115,Nov,2.8309151057770507,1,0,0,0,2.8309151057770507
1880,-0.6406136882142807,Dec,-0.6729528243094911,0,0,0,1,-0.6729528243094911
1881,-0.5824244293682513,Dec,-0.522395999188585,0,0,0,1,-0.522395999188585
1882,-0.556562536547794,Dec,-0.7368254167850271,0,0,0,1,-0.7368254167850271
1883,-0.5521175237192778,Dec,-0.6729528243094911,0,0,0,1,-0.6729528243094911
1884,-0.5663254010875166,Dec,-0.738650347998614,0,0,0,1,-0.738650347998614
1885,-0.5814546083874843,Dec,-0.6948519988725321,0,0,0,1,-0.6948519988725321
1886,-0.6454627931181164,Dec,-0.7933982844062161,0,0,0,1,-0.7933982844062161
1887,-0.7424448911948319,Dec,-0.7714991098431752,0,0,0,1,-0.7714991098431752
1888,-0.8326382424061773,Dec,-0.7277007607170933,0,0,0,1,-0.7277007607170933
1889,-0.8850085753676036,Dec,-0.716751173435573,0,0,0,1,-0.716751173435573
1890,-0.921085915852142,Dec,-0.8317218398915376,0,0,0,1,-0.8317218398915376
1891,-0.921085915852142,Dec,-0.7112763797948128,0,0,0,1,-0.7112763797948128
1892,-0.8815172198368421,Dec,-0.7495999352801342,0,0,0,1,-0.7495999352801342
1893,-0.8582415162984303,Dec,-0.9028941572214204,0,0,0,1,-0.9028941572214204
1894,-0.8791896494830008,Dec,-0.864570601736099,0,0,0,1,-0.864570601736099
1895,-0.8826810050137625,Dec,-0.7714991098431753,0,0,0,1,-0.7714991098431753
1896,-0.8838447901906831,Dec,-0.7824486971246956,0,0,0,1,-0.7824486971246956
1897,-0.8768620791291596,Dec,-0.6784276179502514,0,0,0,1,-0.6784276179502514
1898,-0.8489312348830655,Dec,-0.6346292688241696,0,0,0,1,-0.6346292688241696
1899,-0.7825954797985921,Dec,-0.6620032370279707,0,0,0,1,-0.6620032370279707
1900,-0.7150959395371982,Dec,-0.6236796815426491,0,0,0,1,-0.6236796815426491
1901,-0.6650531769296131,Dec,-0.7441251416393742,0,0,0,1,-0.7441251416393742
1902,-0.6534153251604071,Dec,-0.864570601736099,0,0,0,1,-0.864570601736099
1903,-0.6580704658680895,Dec,-1.0178648236773853,0,0,0,1,-1.0178648236773853
1904,-0.712768369183357,Dec,-1.0561883791627067,0,0,0,1,-1.0561883791627067
1905,-0.8047073981600833,Dec,-1.0835623473665077,0,0,0,1,-1.0835623473665077
1906,-0.8989739974906509,Dec,-1.0123900300366249,0,0,0,1,-1.0123900300366249
1907,-0.985094100582774,Dec,-1.0342892045996657,0,0,0,1,-1.0342892045996657
1908,-1.0653952777902944,Dec,-1.0233396173181453,0,0,0,1,-1.0233396173181453
1909,-1.1119466848671178,Dec,-1.1492598710556305,0,0,0,1,-1.1492598710556305
1910,-1.1573343067670208,Dec,-1.4503735212974427,0,0,0,1,-1.4503735212974427
1911,-1.221342491497653,Dec,-1.488697076782764,0,0,0,1,-1.488697076782764
1912,-1.271385254105238,Dec,-1.4722726958604837,0,0,0,1,-1.4722726958604837
1913,-1.3062988094128556,Dec,-1.2149573947447532,0,0,0,1,-1.2149573947447532
1914,-1.3016436687051733,Dec,-0.9302681254252217,0,0,0,1,-0.9302681254252217
1915,-1.243454409859144,Dec,-0.6729528243094911,0,0,0,1,-0.6729528243094911
1916,-1.1515153808824177,Dec,-1.0014404427551045,0,0,0,1,-1.0014404427551045
1917,-1.072377988851818,Dec,-1.1328354901333497,0,0,0,1,-1.1328354901333497
1918,-0.9967319523519798,Dec,-1.2806549184338758,0,0,0,1,-1.2806549184338758
1919,-0.9734562488135682,Dec,-1.488697076782764,0,0,0,1,-1.488697076782764
1920,-0.999059522705821,Dec,-1.6310417114425295,0,0,0,1,-1.6310417114425295
1921,-1.0118611596519476,Dec,-1.2806549184338758,0,0,0,1,-1.2806549184338758
1922,-0.9944043819981386,Dec,-1.017864823677385,0,0,0,1,-1.017864823677385
1923,-0.979275174698171,Dec,-0.8700453953768592,0,0,0,1,-0.8700453953768592
1924,-0.9490167600982358,Dec,-0.8700453953768592,0,0,0,1,-0.8700453953768592
1925,-0.8966464271368095,Dec,-0.5798813324165674,0,0,0,1,-0.5798813324165674
1926,-0.855913945944589,Dec,-0.64557885610569,0,0,0,1,-0.64557885610569
1927,-0.8268193165215746,Dec,-0.716751173435573,0,0,0,1,-0.716751173435573
1928,-0.7930695463908775,Dec,-0.7933982844062161,0,0,0,1,-0.7933982844062161
1929,-0.7709576280293863,Dec,-0.8590958080953388,0,0,0,1,-0.8590958080953388
1930,-0.7488457096678952,Dec,-0.9247933317844614,0,0,0,1,-0.9247933317844614
1931,-0.7348802875448481,Dec,-0.7933982844062161,0,0,0,1,-0.7933982844062161
1932,-0.7220786505987217,Dec,-0.7605495225616546,0,0,0,1,-0.7605495225616546
1933,-0.726733791306404,Dec,-0.9083689508621808,0,0,0,1,-0.9083689508621808
1934,-0.692984021175707,Dec,-0.6236796815426491,0,0,0,1,-0.6236796815426491
1935,-0.6708721028142159,Dec,-0.6839024115910116,0,0,0,1,-0.6839024115910116
1936,-0.6557428955142481,Dec,-0.6565284433872105,0,0,0,1,-0.6565284433872105
1937,-0.6324671919758366,Dec,-0.547032570572006,0,0,0,1,-0.547032570572006
1938,-0.5672952220682838,Dec,-0.371839174067679,0,0,0,1,-0.371839174067679
1939,-0.5184162446376193,Dec,-0.125473460233469,0,0,0,1,-0.125473460233469
1940,-0.42764100083781353,Dec,0.13731663452302165,0,0,0,1,0.13731663452302165
1941,-0.2926419203150256,Dec,0.2577620946197465,0,0,0,1,0.2577620946197465
1942,-0.16229798049992003,Dec,0.3617831737941907,0,0,0,1,0.3617831737941907
1943,-0.05406595904630558,Dec,0.5534009512207985,0,0,0,1,0.5534009512207985
1944,0.0681314845303559,Dec,0.34535879287191,0,0,0,1,0.34535879287191
1945,0.14959644691479687,Dec,0.13731663452302165,0,0,0,1,0.13731663452302165
1946,0.16356186903784395,Dec,-0.1473726347965099,0,0,0,1,-0.1473726347965099
1947,0.15657915797632038,Dec,-0.2842424758155154,0,0,0,1,-0.2842424758155154
1948,0.1158466767840999,Dec,-0.5415577769312458,0,0,0,1,-0.5415577769312458
1949,0.013433581215088374,Dec,-0.6620032370279707,0,0,0,1,-0.6620032370279707
1950,-0.11574657342309662,Dec,-0.744125141639374,0,0,0,1,-0.744125141639374
1951,-0.21583209863826694,Dec,-0.4868098405236436,0,0,0,1,-0.4868098405236436
1952,-0.3007884165534697,Dec,-0.4265871104752812,0,0,0,1,-0.4265871104752812
1953,-0.3403571125687696,Dec,-0.26781809489323477,0,0,0,1,-0.26781809489323477
1954,-0.3461760384533725,Dec,-0.26781809489323477,0,0,0,1,-0.26781809489323477
1955,-0.3182451942072785,Dec,-0.30066685673779614,0,0,0,1,-0.30066685673779614
1956,-0.30427977208423146,Dec,-0.421112316834521,0,0,0,1,-0.421112316834521
1957,-0.29031434996118444,Dec,-0.32804082494159725,0,0,0,1,-0.32804082494159725
1958,-0.3007884165534697,Dec,-0.3499399995046381,0,0,0,1,-0.3499399995046381
1959,-0.29031434996118444,Dec,-0.2513937139709541,0,0,0,1,-0.2513937139709541
1960,-0.2705300019535345,Dec,0.005921587144776325,0,0,0,1,0.005921587144776325
1961,-0.20768560239982287,Dec,-0.04882634926282592,0,0,0,1,-0.04882634926282592
1962,-0.15182391390763478,Dec,-0.1473726347965099,0,0,0,1,-0.1473726347965099
1963,-0.09479844023852607,Dec,-0.16927180935955077,0,0,0,1,-0.16927180935955077
1964,-0.08316058846932023,Dec,-0.3335156185823574,0,0,0,1,-0.3335156185823574
1965,-0.0936346550616055,Dec,-0.48133504688288337,0,0,0,1,-0.48133504688288337
1966,-0.14716877319995242,Dec,-0.41016272955300054,0,0,0,1,-0.41016272955300054
1967,-0.2041942468690611,Dec,-0.421112316834521,0,0,0,1,-0.421112316834521
1968,-0.2751851426612168,Dec,-0.4868098405236435,0,0,0,1,-0.4868098405236435
1969,-0.2903143499611844,Dec,-0.1911709839225917,0,0,0,1,-0.1911709839225917
1970,-0.27984028336889916,Dec,-0.21307015848563254,0,0,0,1,-0.21307015848563254
1971,-0.25772836500740803,Dec,-0.24044412668943366,0,0,0,1,-0.24044412668943366
1972,-0.22630616523055225,Dec,-0.11452387295194857,0,0,0,1,-0.11452387295194857
1973,-0.15182391390763478,Dec,-0.07072552382586682,0,0,0,1,-0.07072552382586682
1974,-0.12040171413077895,Dec,-0.24591892033019389,0,0,0,1,-0.24591892033019389
1975,-0.10992764753849368,Dec,-0.273292888533995,0,0,0,1,-0.273292888533995
1976,-0.09945358094620842,Dec,-0.1692718093595508,0,0,0,1,-0.1692718093595508
1977,-0.07268652187703496,Dec,-0.2513937139709541,0,0,0,1,-0.2513937139709541
1978,-0.0843243736462408,Dec,-0.174746603000311,0,0,0,1,-0.174746603000311
1979,-0.05522974422322616,Dec,0.1263670472415012,0,0,0,1,0.1263670472415012
1980,0.00994222568432664,Dec,0.3398839992311498,0,0,0,1,0.3398839992311498
1981,0.1263207433763852,Dec,0.5041278084539564,0,0,0,1,0.5041278084539564
1982,0.21825977235311145,Dec,0.7231195540843651,0,0,0,1,0.7231195540843651
1983,0.348603712168217,Dec,0.7723926968512072,0,0,0,1,0.7723926968512072
1984,0.4521805929141492,Dec,0.493178221172436,0,0,0,1,0.493178221172436
1985,0.5080422814063373,Dec,0.44937987204635416,0,0,0,1,0.44937987204635416
1986,0.49873199999097256,Dec,0.2960856501050681,0,0,0,1,0.2960856501050681
